name,url,model,price,currency,sku,release_date,brand,category,fuel_type,color,interior_color,vehicle_transmission,engine,total_km_driven,wheel_configuration,images,source,uniq_id,scraped_at
2019 Hyundai Kona,https://www.truecar.com/used-cars-for-sale/listing/KM8K12AA3KU305864/2019-hyundai-kona/,Kona,18985,USD,KM8K12AA3KU305864,2019,Hyundai,SUV,Gas,Ultra Black Pearl,Black,Automatic,2.0L Inline-4 Gas,65827,FWD,https://listings-prod.tcimg.net/listings/1648/64/58/KM8K12AA3KU305864/H5BYDBUSRFYHKUG7RKUTOVWWKI-cr-60.jpg | https://listings-prod.tcimg.net/listings/1648/64/58/KM8K12AA3KU305864/RNAQOCK4B245KFEMAXPGC6N5AQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/1648/64/58/KM8K12AA3KU305864/553MEHLLY7TWHMXEOBFR4GHXMM-cr-60.jpg | https://listings-prod.tcimg.net/listings/1648/64/58/KM8K12AA3KU305864/T5O43VBJOSIMU2NOHLYHDIYMVM-cr-60.jpg | https://listings-prod.tcimg.net/listings/1648/64/58/KM8K12AA3KU305864/2HH7YQASNM3BNQLFFA2DB5ZET4-cr-60.jpg,truecar,33273599-bd59-53d6-9f66-c06fc9428b91,07/13/22
2022 Mercedes-Benz GLB,https://www.truecar.com/used-cars-for-sale/listing/W1N4M4GB0NW200846/2022-mercedes-benz-glb/,GLB,42755,USD,W1N4M4GB0NW200846,2022,Mercedes-Benz,SUV,Gas,Gray,Black,Automatic,2.0L Inline-4 Gas Turbocharged,5,FWD,,truecar,c0ca3822-b20e-5f62-a1e8-01e1a7170a26,07/13/22
2020 GMC Sierra 1500,https://www.truecar.com/used-cars-for-sale/listing/1GTU9CED0LZ153448/2020-gmc-sierra-1500/,Sierra 1500,48997,USD,1GTU9CED0LZ153448,2020,GMC,Pickup Truck,Gas,Cardinal Red,Jet Black,Automatic,5.3L Inline-8 Gas Turbocharged,17538,4WD,https://listings-prod.tcimg.net/listings/10532/48/34/1GTU9CED0LZ153448/YAESJDLDFLEDWDU6TD3HYIX7BQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/10532/48/34/1GTU9CED0LZ153448/T7RZ7KYSY2DB674AAMJB63R43M-cr-60.jpg | https://listings-prod.tcimg.net/listings/10532/48/34/1GTU9CED0LZ153448/QTUBAUORGQS5AFP4RUSBGR7PGQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/10532/48/34/1GTU9CED0LZ153448/HC3JKCFFZ6PISXNSKPRTFET7KE-cr-60.jpg | https://listings-prod.tcimg.net/listings/10532/48/34/1GTU9CED0LZ153448/HQNQOKNSMSI5K6LSN7D6Z3FXFY-cr-60.jpg,truecar,cf37e66d-8665-533a-b86e-50c6005a7d87,07/13/22
2013 Mercedes-Benz GL,https://www.truecar.com/used-cars-for-sale/listing/4JGDF7CE7DA254557/2013-mercedes-benz-gl/,GL,23999,USD,4JGDF7CE7DA254557,2013,Mercedes-Benz,SUV,Gas,Arctic White,Almond Beige,Automatic,4.7L V-8 Gas Turbocharged,75901,AWD,https://listings-prod.tcimg.net/listings/33037/57/45/4JGDF7CE7DA254557/3BILO3S4THEOQUHNHWLL7FCOKI-cr-60.jpg | https://listings-prod.tcimg.net/listings/33037/57/45/4JGDF7CE7DA254557/LJ6ULMRW6CQ6CBAHAOLDAY77UU-cr-60.jpg | https://listings-prod.tcimg.net/listings/33037/57/45/4JGDF7CE7DA254557/6FTN5HN6A6P77I22V2AN76IWFU-cr-60.jpg | https://listings-prod.tcimg.net/listings/33037/57/45/4JGDF7CE7DA254557/6Z3EQPANSRF6RQZCV7BMJEGFZ4-cr-60.jpg | https://listings-prod.tcimg.net/listings/33037/57/45/4JGDF7CE7DA254557/W4RTOYEYP2M3LEOVH3KZXQ5AKU-cr-60.jpg,truecar,dda571d8-e1ae-577c-a511-154afb7a642e,07/13/22
2011 Chevrolet Silverado 1500,https://www.truecar.com/used-cars-for-sale/listing/3GCPCSE04BG286363/2011-chevrolet-silverado-1500/,Silverado 1500,12995,USD,3GCPCSE04BG286363,2011,Chevrolet,Pickup Truck,Gas,Black,Ebony,Automatic,5.3L V-8 Gas,152353,RWD,https://listings-prod.tcimg.net/listings/36507/63/63/3GCPCSE04BG286363/M6RY2BQOFS3XRNF32QU7G4YAE4-cr-60.jpg | https://listings-prod.tcimg.net/listings/36507/63/63/3GCPCSE04BG286363/U2CE7VEWDTLN3OAY6QDS5HH23Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/36507/63/63/3GCPCSE04BG286363/GPSMPGH4PITP77C23FPHCLQPGU-cr-60.jpg | https://listings-prod.tcimg.net/listings/36507/63/63/3GCPCSE04BG286363/4GXT5A2RD53RHVYIJEJPLJ6DEI-cr-60.jpg | https://listings-prod.tcimg.net/listings/36507/63/63/3GCPCSE04BG286363/E33VUH7TCAE6UVYNOIM4R3GEWE-cr-60.jpg,truecar,e847df6c-e8aa-598d-856a-d49a8b3c2345,07/13/22
2019 Nissan Rogue,https://www.truecar.com/used-cars-for-sale/listing/5N1AT2MV6KC702964/2019-nissan-rogue/,Rogue,23990,USD,5N1AT2MV6KC702964,2019,Nissan,SUV,Gas,Magnetic Black Pearl,Charcoal,Automatic,2.5L Inline-4 Gas,59014,AWD,https://listings-prod.tcimg.net/listings/2592/64/29/5N1AT2MV6KC702964/XKBDBKGKPA4KIL7GKWZDGTEON4-cr-60.jpg,truecar,79d9239c-4fdb-5ed6-949d-ce7632615530,07/13/22
2018 Nissan Murano,https://www.truecar.com/used-cars-for-sale/listing/5N1AZ2MH5JN131026/2018-nissan-murano/,Murano,30998,USD,5N1AZ2MH5JN131026,2018,Nissan,SUV,Gas,Pearl White,Graphite,Automatic,3.5L V-6 Gas,42179,AWD,https://listings-prod.tcimg.net/listings/88133/26/10/5N1AZ2MH5JN131026/K24H4UVTN7LOTP2NNRA2QKCLJM-og-60.jpg | https://listings-prod.tcimg.net/listings/88133/26/10/5N1AZ2MH5JN131026/XAOFW2C5JVC6HB4W3PCSGORPRI-og-60.jpg | https://listings-prod.tcimg.net/listings/88133/26/10/5N1AZ2MH5JN131026/2EECZVS3DL52FXATTXMU6EFR4U-og-60.jpg | https://listings-prod.tcimg.net/listings/88133/26/10/5N1AZ2MH5JN131026/YEEAOH6HVSB2CTYJYJLVWS5J3A-og-60.jpg | https://listings-prod.tcimg.net/listings/88133/26/10/5N1AZ2MH5JN131026/HKBO5BULE3BT65ZWY47BVENACE-og-60.jpg,truecar,36ff9fef-acef-555b-8feb-36bef039c653,07/13/22
2021 Subaru Impreza,https://www.truecar.com/used-cars-for-sale/listing/4S3GTAB66M3706441/2021-subaru-impreza/,Impreza,23998,USD,4S3GTAB66M3706441,2021,Subaru,Hatchback,Gas,Crystal Black Silica,Ivory,Automatic,2.0L Flat-4 Gas,39567,AWD,https://listings-prod.tcimg.net/listings/7147/41/64/4S3GTAB66M3706441/E57ZMCAG6QQBJJE5USF7MKKDXQ-og-60.jpg | https://listings-prod.tcimg.net/listings/7147/41/64/4S3GTAB66M3706441/CNTFM7LSYU3UFN4VZP2ZNOPNNA-og-60.jpg | https://listings-prod.tcimg.net/listings/7147/41/64/4S3GTAB66M3706441/6BFU7LBARGGBZPJGNPDX5HZZBM-og-60.jpg | https://listings-prod.tcimg.net/listings/7147/41/64/4S3GTAB66M3706441/PQVTZGIQKB6APJDTEDSG6VXBWQ-og-60.jpg | https://listings-prod.tcimg.net/listings/7147/41/64/4S3GTAB66M3706441/34QQFO3UJGOBRNBARPPE2GMGPE-og-60.jpg,truecar,9f553185-a15a-578a-bbf2-c2db7899bf1a,07/13/22
2019 Jeep Grand Cherokee,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFCT6KC570387/2019-jeep-grand-cherokee/,Grand Cherokee,35800,USD,1C4RJFCT6KC570387,2019,Jeep,SUV,Gas,Diamond Black Crystal Pearlcoat,Black,Automatic,5.7L V-8 Gas,29683,4WD,https://listings-prod.tcimg.net/listings/86620/87/03/1C4RJFCT6KC570387/FXN67AASBO2A2IZYMIPY2RAFRQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/86620/87/03/1C4RJFCT6KC570387/45T6HOI4XF4HPXICLAE3UZNETU-cr-60.jpg | https://listings-prod.tcimg.net/listings/86620/87/03/1C4RJFCT6KC570387/RIGA43EUQWW3DHGJGVPFEGZUHY-cr-60.jpg | https://listings-prod.tcimg.net/listings/86620/87/03/1C4RJFCT6KC570387/2DISEM5JTDJCF3BC7UB3TGDW4A-cr-60.jpg | https://listings-prod.tcimg.net/listings/86620/87/03/1C4RJFCT6KC570387/TJA4YT7WD4Y5WCXCCJPPPVGHJQ-cr-60.jpg,truecar,014da0fb-140c-501c-9def-0962e5054372,07/13/22
2019 Ram 1500 Classic,https://www.truecar.com/used-cars-for-sale/listing/1C6RR7TT3KS537620/2019-ram-1500-classic/,1500 Classic,36495,USD,1C6RR7TT3KS537620,2019,Ram,Pickup Truck,Gas,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,Automatic,5.7L V-8 Gas,63730,4WD,https://listings-prod.tcimg.net/listings/57268/20/76/1C6RR7TT3KS537620/H254ILUZA36IH2EZODGGMK2V74-cr-60.jpg | https://listings-prod.tcimg.net/listings/57268/20/76/1C6RR7TT3KS537620/7BMTXN5N7UVTWWH7ZXEGDKKHPY-cr-60.jpg | https://listings-prod.tcimg.net/listings/57268/20/76/1C6RR7TT3KS537620/4G5ULVOYYK4MKN7QNUXKKXJNJA-cr-60.jpg | https://listings-prod.tcimg.net/listings/57268/20/76/1C6RR7TT3KS537620/VOEISER2Z3VI5AEBPXZKDGQLNM-cr-60.jpg | https://listings-prod.tcimg.net/listings/57268/20/76/1C6RR7TT3KS537620/WL5LPNG7A2JNQUBSZLTS6HCLLU-cr-60.jpg,truecar,53ee0385-1897-569e-82b5-f3631d39f884,07/13/22
2011 Mazda Mazda3,https://www.truecar.com/used-cars-for-sale/listing/JM1BL1U60B1379311/2011-mazda-mazda3/,Mazda3,15150,USD,JM1BL1U60B1379311,2011,Mazda,Sedan,Gas,Liquid Silver Metallic,Black,Automatic,2.5L Inline-4 Gas,36400,FWD,https://listings-prod.tcimg.net/listings/304355/11/93/JM1BL1U60B1379311/2QFIGFJQIU6R3LVNA2SL7JEVYE-cr-60.jpg | https://listings-prod.tcimg.net/listings/304355/11/93/JM1BL1U60B1379311/J3KAROOOHOIIP5ETCHFTS4JDGM-cr-60.jpg | https://listings-prod.tcimg.net/listings/304355/11/93/JM1BL1U60B1379311/KXSJGDXINXSXGRN3CDSHMDRQFQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/304355/11/93/JM1BL1U60B1379311/4UE3DNSECY625F3JHWHD6NN7GY-cr-60.jpg | https://listings-prod.tcimg.net/listings/304355/11/93/JM1BL1U60B1379311/SLD2P4XODESMOJQHUQHCCFHG4Q-cr-60.jpg,truecar,f874cad8-e446-5a97-a895-99351436548f,07/13/22
2021 Ford F-150,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1E8XMFA76311/2021-ford-f-150/,F-150,,USD,1FTFW1E8XMFA76311,2021,Ford,Pickup Truck,Gas,Iconic Silver Metallic,Black,Automatic,3.5L V-6 Gas Turbocharged,14451,4WD,,truecar,ee7fb193-557f-58bd-8482-6acd72c90499,07/13/22
2018 Nissan Murano,https://www.truecar.com/used-cars-for-sale/listing/5N1AZ2MH5JN139837/2018-nissan-murano/,Murano,23000,USD,5N1AZ2MH5JN139837,2018,Nissan,SUV,Gas,Magnetic Black Metallic,Graphite,Automatic,3.5L V-6 Gas,81529,AWD,https://listings-prod.tcimg.net/listings/43312/37/98/5N1AZ2MH5JN139837/4GBZ2DHALYWRKXB6AK4K6UVNDU-cr-60.jpg | https://listings-prod.tcimg.net/listings/43312/37/98/5N1AZ2MH5JN139837/3ZAFRVCUSUS6IDXQOVHLNYUIRU-cr-60.jpg | https://listings-prod.tcimg.net/listings/43312/37/98/5N1AZ2MH5JN139837/4EZRMOTVHXSCMBXYNZYEPO77CE-cr-60.jpg | https://listings-prod.tcimg.net/listings/43312/37/98/5N1AZ2MH5JN139837/VIROUJ66RDAXWPKV5F7LXYD7FE-cr-60.jpg | https://listings-prod.tcimg.net/listings/43312/37/98/5N1AZ2MH5JN139837/X3HLOS2Y266IY7XO5TGHIVKZ7Q-cr-60.jpg,truecar,0c8fc7e8-4233-56ca-9bc8-8f7b604199a4,07/13/22
2013 Hyundai Sonata,https://www.truecar.com/used-cars-for-sale/listing/5NPEC4AC4DH667529/2013-hyundai-sonata/,Sonata,14999,USD,5NPEC4AC4DH667529,2013,Hyundai,Sedan,Gas,Radiant Silver,Black,Automatic,2.4L Inline-4 Gas,80120,FWD,,truecar,bff881da-b2f1-5594-8d94-6ca341c7bd3b,07/13/22
2019 Mercedes-Benz GLA,https://www.truecar.com/used-cars-for-sale/listing/WDCTG4GB5KU013890/2019-mercedes-benz-gla/,GLA,30995,USD,WDCTG4GB5KU013890,2019,Mercedes-Benz,SUV,Gas,Jupiter Red,Unknown,Automatic,2.0L Inline-4 Gas Turbocharged,24559,AWD,https://listings-prod.tcimg.net/listings/80547/90/38/WDCTG4GB5KU013890/VXIYSQ6Z47JZ5WHYQPZYBGE27E-cr-60.jpg | https://listings-prod.tcimg.net/listings/80547/90/38/WDCTG4GB5KU013890/5HBW3OULBXBWD6CIMHI2LSTBZQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/80547/90/38/WDCTG4GB5KU013890/RNBDKY5PUKEEK3IJXI26DWDGUQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/80547/90/38/WDCTG4GB5KU013890/2J2644OHEMJC7VJPKQQMWAV6VA-cr-60.jpg | https://listings-prod.tcimg.net/listings/80547/90/38/WDCTG4GB5KU013890/4U5X5Z4WYLQII63KXVWQ4PKSDY-cr-60.jpg,truecar,a517137a-63f7-512f-981c-6d36ab4c2dc4,07/13/22
2021 Toyota Highlander,https://www.truecar.com/used-cars-for-sale/listing/5TDLZRAH9MS063600/2021-toyota-highlander/,Highlander,45291,USD,5TDLZRAH9MS063600,2021,Toyota,SUV,Gas,Magnetic Gray Metallic,Black,Automatic,3.5L V-6 Gas,32226,FWD,https://listings-prod.tcimg.net/listings/3233/00/36/5TDLZRAH9MS063600/5BCU5ZVKEU47V45KBBLNR4B5KU-cr-60.jpg | https://listings-prod.tcimg.net/listings/3233/00/36/5TDLZRAH9MS063600/376SZUMC5R5XWXEGD5ALF3RYC4-cr-60.jpg | https://listings-prod.tcimg.net/listings/3233/00/36/5TDLZRAH9MS063600/WNW6FG6CN52NJZPA4BPRVUAUDE-cr-60.jpg | https://listings-prod.tcimg.net/listings/3233/00/36/5TDLZRAH9MS063600/2ZFD2QLYOR2DXYY7AMORF4XWXM-cr-60.jpg | https://listings-prod.tcimg.net/listings/3233/00/36/5TDLZRAH9MS063600/H3YJVWTIQPS5EHSDQKQHQEZYCY-cr-60.jpg,truecar,11eff518-6677-56ca-85fc-f6c219f991ce,07/13/22
2019 Lincoln Nautilus,https://www.truecar.com/used-cars-for-sale/listing/2LMPJ6K91KBL37546/2019-lincoln-nautilus/,Nautilus,33740,USD,2LMPJ6K91KBL37546,2019,Lincoln,SUV,Gas,Beige,Black,Automatic,2.0L Inline-4 Gas Turbocharged,71708,FWD,https://listings-prod.tcimg.net/listings/21782/46/75/2LMPJ6K91KBL37546/P366PK3AYOOVLUCZH2APZZNQ3I-cr-60.jpg | https://listings-prod.tcimg.net/listings/21782/46/75/2LMPJ6K91KBL37546/QYHXRO47WL5E6DMQU7B37TTMHA-cr-60.jpg | https://listings-prod.tcimg.net/listings/21782/46/75/2LMPJ6K91KBL37546/PJFBTWBT442A65MG6NLHOYTRK4-cr-60.jpg | https://listings-prod.tcimg.net/listings/21782/46/75/2LMPJ6K91KBL37546/SLBWFJ3OZOZCIFE2QH7S43A54U-cr-60.jpg | https://listings-prod.tcimg.net/listings/21782/46/75/2LMPJ6K91KBL37546/KTULLREKEHHIJOXKYZEQOM3Q2I-cr-60.jpg,truecar,44984f99-9f28-5971-b910-d49bce6855a8,07/13/22
2005 Toyota Camry,https://www.truecar.com/used-cars-for-sale/listing/4T1BF30K45U615883/2005-toyota-camry/,Camry,10995,USD,4T1BF30K45U615883,2005,Toyota,Sedan,Gas,Gray,Beige,Automatic,3.0L V-6 Gas,55185,FWD,https://listings-prod.tcimg.net/listings/71907/83/58/4T1BF30K45U615883/J5OFN7OEDEYDL3HM4VSIP2O7PY-cr-60.jpg | https://listings-prod.tcimg.net/listings/71907/83/58/4T1BF30K45U615883/Y6KJAJWVJCZTP7T5HLUPPCLJHA-cr-60.jpg | https://listings-prod.tcimg.net/listings/71907/83/58/4T1BF30K45U615883/T64LVBRIFUV5YSRMNGDRB547CA-cr-60.jpg | https://listings-prod.tcimg.net/listings/71907/83/58/4T1BF30K45U615883/YU2IGZFQI7NCJYTWE4CEWAMTAU-cr-60.jpg | https://listings-prod.tcimg.net/listings/71907/83/58/4T1BF30K45U615883/OIG5NDA6334QNRLNEMD37RQHQE-cr-60.jpg,truecar,a214752b-acde-567b-acec-9c99d830c537,07/13/22
2019 Lincoln MKZ,https://www.truecar.com/used-cars-for-sale/listing/3LN6L5F97KR628902/2019-lincoln-mkz/,MKZ,34239,USD,3LN6L5F97KR628902,2019,Lincoln,Sedan,Gas,Rhapsody Blue,Cappuccino,Automatic,2.0L Inline-4 Gas Turbocharged,8936,AWD,https://listings-prod.tcimg.net/listings/177084/02/89/3LN6L5F97KR628902/X6ANLXTZ7YNEW6IMKX6GHKV4DE-cr-60.jpg | https://listings-prod.tcimg.net/listings/177084/02/89/3LN6L5F97KR628902/A66N6ZYX6V3YRWQLN4GD3T5HK4-cr-60.jpg | https://listings-prod.tcimg.net/listings/177084/02/89/3LN6L5F97KR628902/ZW2K2ZMQSCQXIXXIU23Y3LBFKM-cr-60.jpg | https://listings-prod.tcimg.net/listings/177084/02/89/3LN6L5F97KR628902/I5MWB3RAMX7HWZWWITOCGOAD3U-cr-60.jpg | https://listings-prod.tcimg.net/listings/177084/02/89/3LN6L5F97KR628902/MV4Z2FE5D7JPT7PRBVXTK6PLKQ-cr-60.jpg,truecar,d2c5b601-5cd0-5acd-bfe2-2e454596f86c,07/13/22
2017 Kia Forte,https://www.truecar.com/used-cars-for-sale/listing/3KPFK4A79HE105288/2017-kia-forte/,Forte,17495,USD,3KPFK4A79HE105288,2017,Kia,Sedan,Gas,Titanium Bronze,Black,Automatic,2.0L Inline-4 Gas,9537,FWD,https://listings-prod.tcimg.net/listings/33944/88/52/3KPFK4A79HE105288/5BEP4QQM4PWON3F6EIVH5SY2SE-cr-60.jpg,truecar,1644e360-0212-5e0b-87ec-814109d75119,07/13/22
2021 Volkswagen Atlas,https://www.truecar.com/used-cars-for-sale/listing/1V2JR2CA5MC537511/2021-volkswagen-atlas/,Atlas,40870,USD,1V2JR2CA5MC537511,2021,Volkswagen,SUV,Gas,Aurora Red Metallic,Titan Black,Automatic,3.6L V-6 Gas,7657,FWD,https://listings-prod.tcimg.net/listings/6719/11/75/1V2JR2CA5MC537511/YEW3XQXNSHPKPALZBFQHGHURVI-cr-60.jpg | https://listings-prod.tcimg.net/listings/6719/11/75/1V2JR2CA5MC537511/3UK5B6ZMA6MKYYHPP353LLL6TQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/6719/11/75/1V2JR2CA5MC537511/ZF72RR7436APCDRL3OIZEFEBME-cr-60.jpg | https://listings-prod.tcimg.net/listings/6719/11/75/1V2JR2CA5MC537511/7HYROIUGZI26BTKAUBT2XVXQRA-cr-60.jpg | https://listings-prod.tcimg.net/listings/6719/11/75/1V2JR2CA5MC537511/WV37O544LFXTM2SMBBQODK3RYA-cr-60.jpg,truecar,38548e13-f627-58c6-bdfe-3b79cff1856f,07/13/22
2016 Maserati GranTurismo,https://www.truecar.com/used-cars-for-sale/listing/ZAM45MMA3G0163180/2016-maserati-granturismo/,GranTurismo,66250,USD,ZAM45MMA3G0163180,2016,Maserati,Convertible,Gas,Black,Black,Automatic,4.7L V-8 Gas,21962,RWD,https://listings-prod.tcimg.net/listings/53215/80/31/ZAM45MMA3G0163180/VY2QWBGBPVMRFEH3V4F5X4HMEM-cr-60.jpg | https://listings-prod.tcimg.net/listings/53215/80/31/ZAM45MMA3G0163180/Z5RJNDBCCYHYDP2IZ7LN47RGRU-cr-60.jpg | https://listings-prod.tcimg.net/listings/53215/80/31/ZAM45MMA3G0163180/KICVZGSIVXP4CJULCLHEPHBO2E-cr-60.jpg | https://listings-prod.tcimg.net/listings/53215/80/31/ZAM45MMA3G0163180/WAZ6FYJLKYYDANMU6RMACCS5RE-cr-60.jpg | https://listings-prod.tcimg.net/listings/53215/80/31/ZAM45MMA3G0163180/7C7H4WHCZPMV35EOSPQXCFQ67E-cr-60.jpg,truecar,5465eb76-af85-5128-8146-cce2ce470c4c,07/13/22
2018 Lexus GS,https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1BL5JA015213/2018-lexus-gs/,GS,34995,USD,JTHBZ1BL5JA015213,2018,Lexus,Sedan,Gas,White,Red,Automatic,3.5L V-6 Gas,67499,RWD,https://listings-prod.tcimg.net/listings/193133/13/52/JTHBZ1BL5JA015213/LBHAK3XU2UXWWPV63RZU37EGSY-cr-60.jpg | https://listings-prod.tcimg.net/listings/193133/13/52/JTHBZ1BL5JA015213/3DUNFJDX35LU6OAVG7GYE4G7GA-cr-60.jpg | https://listings-prod.tcimg.net/listings/193133/13/52/JTHBZ1BL5JA015213/C33VEWTI3ZHT3FH76P4ZALCL4E-cr-60.jpg | https://listings-prod.tcimg.net/listings/193133/13/52/JTHBZ1BL5JA015213/AYNVAJCD56HMFN5JDLFJWWS5PM-cr-60.jpg | https://listings-prod.tcimg.net/listings/193133/13/52/JTHBZ1BL5JA015213/CFPYZPJURUMC4RPRLFGOEKEYDA-cr-60.jpg,truecar,00fa8650-86cd-58f1-825d-9bfd82d09f6c,07/13/22
2021 BMW 3 Series,https://www.truecar.com/used-cars-for-sale/listing/3MW5R1J06M8B91352/2021-bmw-3-series/,3 Series,41995,USD,3MW5R1J06M8B91352,2021,BMW,Sedan,Gas,Melbourne Red Metallic,Black,Automatic,2.0L Inline-4 Gas Turbocharged,18224,RWD,https://listings-prod.tcimg.net/listings/87250/52/13/3MW5R1J06M8B91352/XABEXPS665AHGW4BYYZJGCX45Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/87250/52/13/3MW5R1J06M8B91352/JPUZEMT3K7RDWVLVE4WILEVP74-cr-60.jpg | https://listings-prod.tcimg.net/listings/87250/52/13/3MW5R1J06M8B91352/ZNC7UAKOFEBTG4AFGUKUK23DKQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/87250/52/13/3MW5R1J06M8B91352/YE7VSOAPY3F7QRKK6VODBGDXDQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/87250/52/13/3MW5R1J06M8B91352/62IAAYGZRXEKK6Q3VKAN5RVJ3Q-cr-60.jpg,truecar,26e5e75c-8437-59cd-b793-a27b8d8ae174,07/13/22
2018 Chevrolet Colorado,https://www.truecar.com/used-cars-for-sale/listing/1GCPTEE13J1230342/2018-chevrolet-colorado/,Colorado,44298,USD,1GCPTEE13J1230342,2018,Chevrolet,Pickup Truck,Diesel,Silver Ice Metallic,Jet Black,Automatic,2.8L V-4 Diesel Turbocharged,52758,4WD,https://listings-prod.tcimg.net/listings/114421/42/03/1GCPTEE13J1230342/JU23GT72PZZCGF3MCO3LZYFYOU-cr-60.jpg | https://listings-prod.tcimg.net/listings/114421/42/03/1GCPTEE13J1230342/T5O43VBJOSIMU2NOHLYHDIYMVM-cr-60.jpg,truecar,1eb7ace1-71f1-5eb1-b598-87767625041d,07/13/22
2013 Chevrolet Silverado 2500HD,https://www.truecar.com/used-cars-for-sale/listing/1GC0CVCG4DF219365/2013-chevrolet-silverado-2500hd/,Silverado 2500HD,15995,USD,1GC0CVCG4DF219365,2013,Chevrolet,Pickup Truck,Gas,Summit White,Dark Titanium,Automatic,6.0L V-8 Gas,165340,RWD,https://listings-prod.tcimg.net/listings/45853/65/93/1GC0CVCG4DF219365/A5ALZMTD2JALZ2ZGW5OTFDWPTI-cr-60.jpg | https://listings-prod.tcimg.net/listings/45853/65/93/1GC0CVCG4DF219365/JST43C3XQU7ZDUV6CVUT4NVWBU-cr-60.jpg | https://listings-prod.tcimg.net/listings/45853/65/93/1GC0CVCG4DF219365/TEJYKGJGNJPYSJDG6XOHGGJQW4-cr-60.jpg | https://listings-prod.tcimg.net/listings/45853/65/93/1GC0CVCG4DF219365/TB4TJA74WIE7EFJSLTBN4IL4TU-cr-60.jpg | https://listings-prod.tcimg.net/listings/45853/65/93/1GC0CVCG4DF219365/W7X3UGSBCFCFDXRLYMCXZGT2AE-cr-60.jpg,truecar,bccfce7c-f7d7-5742-ba76-c18f283de660,07/13/22
2021 Toyota Camry,https://www.truecar.com/used-cars-for-sale/listing/4T1G11AK2MU584834/2021-toyota-camry/,Camry,,USD,4T1G11AK2MU584834,2021,Toyota,Sedan,Gas,Unknown,Unknown,Automatic,2.5L Inline-4 Gas,38771,FWD,https://listings-prod.tcimg.net/listings/18315/34/48/4T1G11AK2MU584834/AK4NVTVGNJT2B7IZDRN2C5HJ5Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/18315/34/48/4T1G11AK2MU584834/6MREEBBP3L7BIUM6Y7RYXE66NA-cr-60.jpg | https://listings-prod.tcimg.net/listings/18315/34/48/4T1G11AK2MU584834/TZ5JLMZLQJZZPN4LDROBBNAZ5U-cr-60.jpg | https://listings-prod.tcimg.net/listings/18315/34/48/4T1G11AK2MU584834/NCWGOQBQOUQXVLBXCGGX6CGNFE-cr-60.jpg | https://listings-prod.tcimg.net/listings/18315/34/48/4T1G11AK2MU584834/UAOSGTLNCWM6C7S4AWFXFIO32M-cr-60.jpg,truecar,1944d20c-06be-57be-aea6-4f980a141e08,07/13/22
2004 Nissan Titan,https://www.truecar.com/used-cars-for-sale/listing/1N6AA07A54N540210/2004-nissan-titan/,Titan,14995,USD,1N6AA07A54N540210,2004,Nissan,Pickup Truck,Gas,Black,Unknown,Automatic,5.6L V-8 Gas,146003,RWD,,truecar,75a0a7ab-e35f-50ac-ab19-feb0be883e86,07/13/22
2017 Chevrolet Cruze,https://www.truecar.com/used-cars-for-sale/listing/1G1BF5SM8H7207221/2017-chevrolet-cruze/,Cruze,19998,USD,1G1BF5SM8H7207221,2017,Chevrolet,Sedan,Gas,Summit White,Jet Black,Automatic,1.4L Inline-4 Gas Turbocharged,60282,FWD,https://listings-prod.tcimg.net/listings/285147/21/72/1G1BF5SM8H7207221/5SU3BJ2UIUR3CRSAPGWTR52FFY-og-60.jpg | https://listings-prod.tcimg.net/listings/285147/21/72/1G1BF5SM8H7207221/MVMKSN6UH5QMNAP77L34Q6UYQY-og-60.jpg | https://listings-prod.tcimg.net/listings/285147/21/72/1G1BF5SM8H7207221/6D3T2OMZUG5PZ3WR3XVHVXXTRI-og-60.jpg | https://listings-prod.tcimg.net/listings/285147/21/72/1G1BF5SM8H7207221/V5HCOHYKDIS6J2GXPT2AN3S3VA-og-60.jpg | https://listings-prod.tcimg.net/listings/285147/21/72/1G1BF5SM8H7207221/V5HCOHYKDIS6J2GXPT2AN3S3VA-og-60.jpg,truecar,c8c0d150-386c-5313-9aed-669a12ae837f,07/13/22
