name,url,model,price,currency,sku,release_date,brand,category,fuel_type,color,interior_color,vehicle_transmission,engine,total_km_driven,wheel_configuration,images,source,uniq_id,scraped_at
2010 Ferrari California,https://www.truecar.com/used-cars-for-sale/listing/ZFF65LJA1A0170374/2010-ferrari-california/,California,111880,USD,ZFF65LJA1A0170374,2010,Ferrari,Convertible,Gas,Nero,Crema,Manual,4.3L V-8 Gas,17761,RWD,https://listings-prod.tcimg.net/listings/7498/74/03/ZFF65LJA1A0170374/VM5GPW5LOA5QFA244T6RAU3GXU-cr-60.jpg | https://listings-prod.tcimg.net/listings/7498/74/03/ZFF65LJA1A0170374/5LITAJBJEIDURI3J6KH4KIFP4Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/7498/74/03/ZFF65LJA1A0170374/IWPTPPURMDDMLK6P3LKCHLEAPM-cr-60.jpg | https://listings-prod.tcimg.net/listings/7498/74/03/ZFF65LJA1A0170374/LYTP2EYOJODC37TETVEFM3NLUU-cr-60.jpg | https://listings-prod.tcimg.net/listings/7498/74/03/ZFF65LJA1A0170374/UWUZBLDPRF3T7WD65FEGT3NR4U-cr-60.jpg,truecar,1912feed-5452-560d-8268-8357a25ce8b5,07/13/22
2013 Toyota RAV4,https://www.truecar.com/used-cars-for-sale/listing/2T3WFREV3DW024019/2013-toyota-rav4/,RAV4,17995,USD,2T3WFREV3DW024019,2013,Toyota,SUV,Gas,Classic Silver Metallic,Ash,Automatic,2.5L Inline-4 Gas,98258,FWD,https://listings-prod.tcimg.net/listings/2669/19/40/2T3WFREV3DW024019/5ZRMMTLQG3TWJ4E4AMFLTBH6GE-cr-60.jpg | https://listings-prod.tcimg.net/listings/2669/19/40/2T3WFREV3DW024019/T5O43VBJOSIMU2NOHLYHDIYMVM-cr-60.jpg,truecar,04274f5c-ef1d-5de2-91f8-a6dd14d0f342,07/13/22
2021 Nissan Rogue,https://www.truecar.com/used-cars-for-sale/listing/5N1AT3AA6MC761569/2021-nissan-rogue/,Rogue,32458,USD,5N1AT3AA6MC761569,2021,Nissan,SUV,Gas,Super Black,Charcoal,Automatic,2.5L Inline-4 Gas,11717,FWD,https://listings-prod.tcimg.net/listings/82627/69/15/5N1AT3AA6MC761569/AMFS6YJ6XBWZYZ4ZFFD4J6TCGY-cr-60.jpg | https://listings-prod.tcimg.net/listings/82627/69/15/5N1AT3AA6MC761569/A43PQQ2GW2223WRBVWX4RNMUOM-cr-60.jpg | https://listings-prod.tcimg.net/listings/82627/69/15/5N1AT3AA6MC761569/Q35VBMEWGEC6K6IJRHF3G7MTOM-cr-60.jpg | https://listings-prod.tcimg.net/listings/82627/69/15/5N1AT3AA6MC761569/PAKEEBHKGECZYJAXIRYA6DAUD4-cr-60.jpg | https://listings-prod.tcimg.net/listings/82627/69/15/5N1AT3AA6MC761569/SCNHNSCMZWQAELYBETKEOLIGOY-cr-60.jpg,truecar,97f1d3e6-1776-5951-8fce-eb3de91f267e,07/13/22
2015 BMW 3 Series,https://www.truecar.com/used-cars-for-sale/listing/WBA3B9G58FNR94449/2015-bmw-3-series/,3 Series,19995,USD,WBA3B9G58FNR94449,2015,BMW,Sedan,Gas,Estoril Blue Metallic,Black,Automatic,3.0L Inline-6 Gas Turbocharged,70744,AWD,https://listings-prod.tcimg.net/listings/86837/49/44/WBA3B9G58FNR94449/NWAIAURMGOLXLAMXNKXHXTN64A-cr-60.jpg | https://listings-prod.tcimg.net/listings/86837/49/44/WBA3B9G58FNR94449/DWZ2JEOJLGA7O5H4IHX2RKJDW4-cr-60.jpg | https://listings-prod.tcimg.net/listings/86837/49/44/WBA3B9G58FNR94449/NIGJN6MZOA6VXZ5EMRNV3PHDOQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/86837/49/44/WBA3B9G58FNR94449/O52K6SBGWH5TOHM62QYCKFWVOQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/86837/49/44/WBA3B9G58FNR94449/6NFD2NFLKF5KDYYYNDUJYWUHCE-cr-60.jpg,truecar,69922bac-7e5d-570f-834a-28b9e981bf88,07/13/22
2021 Toyota Camry,https://www.truecar.com/used-cars-for-sale/listing/4T1G11AK2MU406471/2021-toyota-camry/,Camry,28991,USD,4T1G11AK2MU406471,2021,Toyota,Sedan,Gas,Supersonic Red,Black,Automatic,2.5L Inline-4 Gas,20939,FWD,https://listings-prod.tcimg.net/listings/12080/71/64/4T1G11AK2MU406471/QOEYEWYMAYODTSQWSAJA34XVDQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/12080/71/64/4T1G11AK2MU406471/N7PZ2VAQQHQT4MZPQD4HFVJ7EA-cr-60.jpg | https://listings-prod.tcimg.net/listings/12080/71/64/4T1G11AK2MU406471/KJZMEI4UUZLNVTF4XI2EXIVRMU-cr-60.jpg | https://listings-prod.tcimg.net/listings/12080/71/64/4T1G11AK2MU406471/YAFYY33DSLNHFCWHMQ75JR5N4Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/12080/71/64/4T1G11AK2MU406471/46MUKLYO3NDU7BKDC37BNY5P6Y-cr-60.jpg,truecar,3df797d1-a308-580f-9d9e-bfafa8414b14,07/13/22
2020 Volvo XC90,https://www.truecar.com/used-cars-for-sale/listing/YV4A22PL3L1609511/2020-volvo-xc90/,XC90,43491,USD,YV4A22PL3L1609511,2020,Volvo,SUV,Gas,Thunder Grey Metallic,Amber,Automatic,2.0L Inline-4 Gas Supercharged and Turbocharged,10491,AWD,https://listings-prod.tcimg.net/listings/87602/11/95/YV4A22PL3L1609511/U4F42JZCKMRSRAIW4Z6A76REG4-cr-60.jpg | https://listings-prod.tcimg.net/listings/87602/11/95/YV4A22PL3L1609511/ABSW62GXRC6ERTCHJJCUWWTHXY-cr-60.jpg | https://listings-prod.tcimg.net/listings/87602/11/95/YV4A22PL3L1609511/TWBQIN3YGKKH77HBVETVDVHCT4-cr-60.jpg | https://listings-prod.tcimg.net/listings/87602/11/95/YV4A22PL3L1609511/VURVGPYMMBGUVZIQNUNFW6Z4KU-cr-60.jpg | https://listings-prod.tcimg.net/listings/87602/11/95/YV4A22PL3L1609511/Y66DJAR3YTL72QU6KE2KZ7RBEM-cr-60.jpg,truecar,f3d5970b-b9a5-585f-a8f4-dcff0149cfaf,07/13/22
2014 Acura RLX,https://www.truecar.com/used-cars-for-sale/listing/JH4KC1F93EC004091/2014-acura-rlx/,RLX,25203,USD,JH4KC1F93EC004091,2014,Acura,Sedan,Gas,Pomegranate Pearl,Seacoast,Automatic,3.5L V-6 Gas,58544,FWD,,truecar,91521468-4b46-5a2d-b479-0e28d6fd724b,07/13/22
2019 Jeep Wrangler,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXEG0KW679797/2019-jeep-wrangler/,Wrangler,49981,USD,1C4HJXEG0KW679797,2019,Jeep,SUV,Gas,Black Clearcoat,Black,Manual,3.6L V-6 Gas,28357,4WD,https://listings-prod.tcimg.net/listings/44309/97/97/1C4HJXEG0KW679797/3TEUPDU6SAVS4IOM4RE6QRNEII-cr-60.jpg | https://listings-prod.tcimg.net/listings/44309/97/97/1C4HJXEG0KW679797/QUUH5RFHIZR2FZ5HTIT5C3YKPI-cr-60.jpg | https://listings-prod.tcimg.net/listings/44309/97/97/1C4HJXEG0KW679797/WQKAJRRCPZIGB52NJPOYRLVATI-cr-60.jpg | https://listings-prod.tcimg.net/listings/44309/97/97/1C4HJXEG0KW679797/D6J7G2WN4DHLJ4IJ7NPSELQWSU-cr-60.jpg | https://listings-prod.tcimg.net/listings/44309/97/97/1C4HJXEG0KW679797/GA62GHHIHTALSVFTZPSZ4FAFTI-cr-60.jpg,truecar,6741900e-ac23-5354-94a9-71babc24833e,07/13/22
2021 Volkswagen Tiguan,https://www.truecar.com/used-cars-for-sale/listing/3VV3B7AX5MM083537/2021-volkswagen-tiguan/,Tiguan,31995,USD,3VV3B7AX5MM083537,2021,Volkswagen,SUV,Gas,Platinum Gray Metallic,Titan Black,Automatic,2.0L Inline-4 Gas Turbocharged,7877,FWD,https://listings-prod.tcimg.net/listings/17879/37/35/3VV3B7AX5MM083537/7HYDZHC7ST3GLQCNNYLK2UPN4E-cr-60.jpg | https://listings-prod.tcimg.net/listings/17879/37/35/3VV3B7AX5MM083537/OGRD44L6X4QQRN7EXS6UP5PSCQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/17879/37/35/3VV3B7AX5MM083537/NCAD57ZIJYK3E3EQSWIJLTYHL4-cr-60.jpg | https://listings-prod.tcimg.net/listings/17879/37/35/3VV3B7AX5MM083537/VBMWYS4XPB3OSPIF4OBBCPTXUM-cr-60.jpg | https://listings-prod.tcimg.net/listings/17879/37/35/3VV3B7AX5MM083537/CIB3OXY2OY2FUU4O5O3T564VGE-cr-60.jpg,truecar,6c045a5d-a75d-5f58-afc3-852dc416d0ab,07/13/22
2018 Buick Encore,https://www.truecar.com/used-cars-for-sale/listing/KL4CJASB6JB631754/2018-buick-encore/,Encore,15788,USD,KL4CJASB6JB631754,2018,Buick,SUV,Gas,Summit White,Ebony,Automatic,1.4L Inline-4 Gas Turbocharged,112864,FWD,https://listings-prod.tcimg.net/listings/9525/54/17/KL4CJASB6JB631754/QVC6Z4OVPGGOTW3ACMKRSV3DVA-cr-60.jpg | https://listings-prod.tcimg.net/listings/9525/54/17/KL4CJASB6JB631754/YJRV52D5FPTLU5HZR5XBKG67WI-cr-60.jpg | https://listings-prod.tcimg.net/listings/9525/54/17/KL4CJASB6JB631754/UWGOTYPHUF4DDU7JQLFHU2YDDE-cr-60.jpg | https://listings-prod.tcimg.net/listings/9525/54/17/KL4CJASB6JB631754/EJI66FXUZFVXURHGQYN4NJXDB4-cr-60.jpg | https://listings-prod.tcimg.net/listings/9525/54/17/KL4CJASB6JB631754/RWWHBZJB5L3U32PP6DQJ65QZ5A-cr-60.jpg,truecar,fd441824-d15e-543a-9703-7fb276640c16,07/13/22
2019 Dodge Grand Caravan,https://www.truecar.com/used-cars-for-sale/listing/2C4RDGCG4KR558987/2019-dodge-grand-caravan/,Grand Caravan,20995,USD,2C4RDGCG4KR558987,2019,Dodge,Minivan,Gas,Granite Pearlcoat,Black,Automatic,3.6L V-6 Gas,49727,FWD,https://listings-prod.tcimg.net/listings/208995/87/89/2C4RDGCG4KR558987/EEHZFOTC2J6NSGWQNS3AEPECWY-cr-60.jpg | https://listings-prod.tcimg.net/listings/208995/87/89/2C4RDGCG4KR558987/GHINLANQKFK6HM3IENPHFTU2XU-cr-60.jpg | https://listings-prod.tcimg.net/listings/208995/87/89/2C4RDGCG4KR558987/QQ2FVWRWYTTBGMCBSPSCWQWCVQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/208995/87/89/2C4RDGCG4KR558987/LK7KVDASL7MUD556ZGVHYU73YQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/208995/87/89/2C4RDGCG4KR558987/BOOJYYAPE7LRXDREK6H3ZW6V5M-cr-60.jpg,truecar,0d779237-fcef-582f-ae3b-49ffce034870,07/13/22
2018 Ford F-150,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EG6JFC27823/2018-ford-f-150/,F-150,38900,USD,1FTEW1EG6JFC27823,2018,Ford,Pickup Truck,Gas,Lead Foot,Black,Automatic,3.5L V-6 Gas Turbocharged,92863,4WD,https://listings-prod.tcimg.net/listings/9594/23/78/1FTEW1EG6JFC27823/65TGYHOWYAFHVQDM7W2YRBKXRM-cr-60.jpg,truecar,9a1607f5-88fe-575d-9d33-de4c59f6758f,07/13/22
2021 Ram 1500,https://www.truecar.com/used-cars-for-sale/listing/1C6SRFLT4MN546890/2021-ram-1500/,1500,56845,USD,1C6SRFLT4MN546890,2021,Ram,Pickup Truck,Gas,Diamond Black Crystal Pearlcoat,Black,Automatic,5.7L V-8 Gas,19310,4WD,,truecar,935e92e3-911a-5e7b-8124-0e3228376f48,07/13/22
2015 Land Rover LR4,https://www.truecar.com/used-cars-for-sale/listing/SALAK2V6XFA765297/2015-land-rover-lr4/,LR4,32998,USD,SALAK2V6XFA765297,2015,Land Rover,SUV,Gas,Loire Blue,Tan,Automatic,3.0L V-6 Gas Supercharged,102671,4WD,https://listings-prod.tcimg.net/listings/22949/97/52/SALAK2V6XFA765297/MJZZX5W2QWDBNSRJR2UII5XKQU-cr-60.jpg | https://listings-prod.tcimg.net/listings/22949/97/52/SALAK2V6XFA765297/OXKT5T2RF7I5XYWFNKXSO7XURE-cr-60.jpg | https://listings-prod.tcimg.net/listings/22949/97/52/SALAK2V6XFA765297/G47F2XFKIEBS6BQF2YPTUUEMNA-cr-60.jpg | https://listings-prod.tcimg.net/listings/22949/97/52/SALAK2V6XFA765297/Y5LYWXZWC5EEMGGXXJHKJNJJDA-cr-60.jpg | https://listings-prod.tcimg.net/listings/22949/97/52/SALAK2V6XFA765297/W5UWWA7OXWSZURT7KU5NWPIFZY-cr-60.jpg,truecar,3f12afee-77c0-5ce8-9d2f-195eafbc991d,07/13/22
2017 GMC Acadia,https://www.truecar.com/used-cars-for-sale/listing/1GKKNPLS5HZ157583/2017-gmc-acadia/,Acadia,28885,USD,1GKKNPLS5HZ157583,2017,GMC,SUV,Gas,White Frost Tricoat,Jet Black,Automatic,3.6L V-6 Gas,93585,FWD,https://listings-prod.tcimg.net/listings/29577/83/75/1GKKNPLS5HZ157583/IILTD4C2MWTEBAZ34RTCMAKITA-cr-60.jpg | https://listings-prod.tcimg.net/listings/29577/83/75/1GKKNPLS5HZ157583/HCTRBKCOY3O2ESV72KO64DFNP4-cr-60.jpg | https://listings-prod.tcimg.net/listings/29577/83/75/1GKKNPLS5HZ157583/YBMQ4SOLNDSYILET6JA6ULSYBY-cr-60.jpg | https://listings-prod.tcimg.net/listings/29577/83/75/1GKKNPLS5HZ157583/HRVYBQQ2EGVY5KZNBM6WDCLN5A-cr-60.jpg | https://listings-prod.tcimg.net/listings/29577/83/75/1GKKNPLS5HZ157583/64G3P3OAQ2FAPQ7K6D2ANZDWZM-cr-60.jpg,truecar,b73cb592-c579-5637-bffd-eb21a20f9a9d,07/13/22
2019 INFINITI Q50,https://www.truecar.com/used-cars-for-sale/listing/JN1EV7AP5KM510371/2019-infiniti-q50/,Q50,29984,USD,JN1EV7AP5KM510371,2019,INFINITI,Sedan,Gas,Majestic White,Graphite,Automatic,3.0L V-6 Gas Turbocharged,26803,RWD,https://listings-prod.tcimg.net/listings/8762/71/03/JN1EV7AP5KM510371/FEOTM6HM4YPRWLXLFDGLV7NKXE-cr-60.jpg | https://listings-prod.tcimg.net/listings/8762/71/03/JN1EV7AP5KM510371/4ZFQN5K4OUYWBS2XXMCPEU4TQY-cr-60.jpg | https://listings-prod.tcimg.net/listings/8762/71/03/JN1EV7AP5KM510371/TYJD5KP4TEKZBX6IHSNRKUSKFQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/8762/71/03/JN1EV7AP5KM510371/SAFFMEVIS6274LH4J3WRUOFUNU-cr-60.jpg | https://listings-prod.tcimg.net/listings/8762/71/03/JN1EV7AP5KM510371/PIC7JNB22FMIYIWXEM3RAGH6SM-cr-60.jpg,truecar,ddd62c16-bb2c-5033-bfcd-11e54781f7d5,07/13/22
2019 Nissan Rogue Sport,https://www.truecar.com/used-cars-for-sale/listing/JN1BJ1CR4KW330684/2019-nissan-rogue-sport/,Rogue Sport,25774,USD,JN1BJ1CR4KW330684,2019,Nissan,SUV,Gas,Scarlet Ember Tintcoat,Charcoal,Automatic,2.0L Inline-4 Gas,7118,AWD,https://listings-prod.tcimg.net/listings/5643/84/06/JN1BJ1CR4KW330684/QPEICL437KRDM7C374WMDV42SY-cr-60.jpg | https://listings-prod.tcimg.net/listings/5643/84/06/JN1BJ1CR4KW330684/QC2JSYIUWFRRD4LT7HBCZWK62U-og-60.jpg | https://listings-prod.tcimg.net/listings/5643/84/06/JN1BJ1CR4KW330684/K3YJMWRIMY47XP3DCMMPCHIZNQ-og-60.jpg | https://listings-prod.tcimg.net/listings/5643/84/06/JN1BJ1CR4KW330684/HPT6AT6Z3UCVQULFPJGO5EMH3Y-og-60.jpg | https://listings-prod.tcimg.net/listings/5643/84/06/JN1BJ1CR4KW330684/PTQE63FP3VR3HLBQAOQ7U72FA4-og-60.jpg,truecar,3c715f9e-ad2b-538b-a906-db4bea62cd25,07/13/22
2010 BMW 3 Series,https://www.truecar.com/used-cars-for-sale/listing/WBAPN7C57AA779387/2010-bmw-3-series/,3 Series,15487,USD,WBAPN7C57AA779387,2010,BMW,Sedan,Diesel,Space Gray Metallic,Black,Automatic,3.0L Inline-6 Diesel Turbocharged,126314,RWD,https://listings-prod.tcimg.net/listings/8119/87/93/WBAPN7C57AA779387/B64M3BFD3H7BRMZTUUPJAUMHF4-cr-60.jpg | https://listings-prod.tcimg.net/listings/8119/87/93/WBAPN7C57AA779387/DEZ4OBZKXHE6WFDVG3GNLFVTRA-cr-60.jpg | https://listings-prod.tcimg.net/listings/8119/87/93/WBAPN7C57AA779387/MOSK2KQNHX73WUEZNPEGZQDIV4-cr-60.jpg | https://listings-prod.tcimg.net/listings/8119/87/93/WBAPN7C57AA779387/IXQDQCEDEC2DLDP7FDHNRVVHCU-cr-60.jpg | https://listings-prod.tcimg.net/listings/8119/87/93/WBAPN7C57AA779387/YT5XCJB5ITGF7IGVQ4QP4TT4BY-cr-60.jpg,truecar,cb29c00f-883c-53c7-ab1a-76c4c0c6d9c2,07/13/22
2021 Kia Stinger,https://www.truecar.com/used-cars-for-sale/listing/KNAE15LA6M6097869/2021-kia-stinger/,Stinger,34397,USD,KNAE15LA6M6097869,2021,Kia,Hatchback,Gas,Panthera Metal,Black,Automatic,2.0L Inline-4 Gas Turbocharged,44180,RWD,,truecar,cd86cd81-3897-5b10-83af-28b22a207be0,07/13/22
2017 Hyundai Elantra,https://www.truecar.com/used-cars-for-sale/listing/5NPD74LF9HH196930/2017-hyundai-elantra/,Elantra,15590,USD,5NPD74LF9HH196930,2017,Hyundai,Sedan,Gas,Symphony Silver,Gray,Automatic,2.0L Inline-4 Gas,102837,FWD,https://listings-prod.tcimg.net/listings/77763/30/69/5NPD74LF9HH196930/6C43STDEDBCCROMDY6SWN5AH7U-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/30/69/5NPD74LF9HH196930/VX4LLFKTKJP2HBBA7GY3JKZFNE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/30/69/5NPD74LF9HH196930/EALUO25ZAFWCP6UGCJZ3DUOZVI-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/30/69/5NPD74LF9HH196930/TO23ZOLWYPTDLQEJQFQFUT5NSA-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/30/69/5NPD74LF9HH196930/ZLZ33CYOWZYHTBBSFKMBTFC56Q-og-60.jpg,truecar,c5e6a568-5039-5dd1-9195-a07a5c58c191,07/13/22
2012 Nissan Titan,https://www.truecar.com/used-cars-for-sale/listing/1N6AA0EC8CN318456/2012-nissan-titan/,Titan,17989,USD,1N6AA0EC8CN318456,2012,Nissan,Pickup Truck,Gas,Black,Gray,Automatic,5.6L V-8 Gas,156085,4WD,https://listings-prod.tcimg.net/listings/47677/56/84/1N6AA0EC8CN318456/TLDVR23BOARDUQKSFJ5HCLORCY-cr-60.jpg | https://listings-prod.tcimg.net/listings/47677/56/84/1N6AA0EC8CN318456/NK2PGNFECAOSSN4JUGSVPYZDEY-cr-60.jpg | https://listings-prod.tcimg.net/listings/47677/56/84/1N6AA0EC8CN318456/CO55KHEH7VNSK454MQYQA7M5SU-cr-60.jpg | https://listings-prod.tcimg.net/listings/47677/56/84/1N6AA0EC8CN318456/VQUDHAP6NS3P2S52WT4MGZIMUU-cr-60.jpg | https://listings-prod.tcimg.net/listings/47677/56/84/1N6AA0EC8CN318456/V2RVVTBE76Z2RPMRQVB52HGLTM-cr-60.jpg,truecar,1a4887dc-c74c-59d9-85d4-230420cf06e9,07/13/22
2017 Chrysler Pacifica,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1GG2HR528406/2017-chrysler-pacifica/,Pacifica,34590,USD,2C4RC1GG2HR528406,2017,Chrysler,Minivan,Gas,Billet Silver Metallic Clearcoat,Black/Alloy,Automatic,3.6L V-6 Gas,25078,FWD,https://listings-prod.tcimg.net/listings/77763/06/84/2C4RC1GG2HR528406/PFJEOA3PAFDUZFSUOMHUDDJS6M-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/06/84/2C4RC1GG2HR528406/VX4LLFKTKJP2HBBA7GY3JKZFNE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/06/84/2C4RC1GG2HR528406/HSOSWAJTKV6IIFQLLAXJIK7DNY-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/06/84/2C4RC1GG2HR528406/L23RHHSDQIPQR4YL2JOYZ7KCIE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/06/84/2C4RC1GG2HR528406/V56CODMNK64A4SWCK4QO32LCMY-og-60.jpg,truecar,49692b7b-84ab-5b0e-8e4e-9013a268ebe6,07/13/22
2022 Toyota 4Runner,https://www.truecar.com/used-cars-for-sale/listing/JTELU5JR7N6021617/2022-toyota-4runner/,4Runner,65995,USD,JTELU5JR7N6021617,2022,Toyota,SUV,Gas,White,Black/Graphite,Automatic,4.0L V-6 Gas,4864,4WD,https://listings-prod.tcimg.net/listings/47685/17/16/JTELU5JR7N6021617/HZCC7KE2UMYFFEJ4GVA5YIMHIM-cr-60.jpg,truecar,bb6be84c-f9dc-50cd-a89c-d60803759eb4,07/13/22
2018 Jeep Compass,https://www.truecar.com/used-cars-for-sale/listing/3C4NJCBB8JT123083/2018-jeep-compass/,Compass,25590,USD,3C4NJCBB8JT123083,2018,Jeep,SUV,Gas,Laser Blue Pearlcoat,Black,Automatic,2.4L Inline-4 Gas,23928,FWD,https://listings-prod.tcimg.net/listings/77763/83/30/3C4NJCBB8JT123083/BKEEMACTIXNIDDLR5FNXXHZAYU-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/83/30/3C4NJCBB8JT123083/VX4LLFKTKJP2HBBA7GY3JKZFNE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/83/30/3C4NJCBB8JT123083/A4XIVCSO4AHTWQXSZKH5GZM2AE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/83/30/3C4NJCBB8JT123083/E2NRE6R24AR6ABT4CG5CHAO7AU-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/83/30/3C4NJCBB8JT123083/KIGJOUVCKFNMP5PTMAFYCAOCXQ-og-60.jpg,truecar,53bde77d-16d3-5926-a633-15b3248df24f,07/13/22
2019 Kia Optima,https://www.truecar.com/used-cars-for-sale/listing/5XXGT4L32KG283764/2019-kia-optima/,Optima,15995,USD,5XXGT4L32KG283764,2019,Kia,Sedan,Gas,Sparkling Silver,Black,Automatic,2.4L Inline-4 Gas,110694,FWD,,truecar,74b9fc5d-785d-53b5-a200-38225bdb37e0,07/13/22
2016 Kia Sedona,https://www.truecar.com/used-cars-for-sale/listing/KNDMB5C14G6085817/2016-kia-sedona/,Sedona,17973,USD,KNDMB5C14G6085817,2016,Kia,Minivan,Gas,Venetian Red Pearl Metallic,Gray,Automatic,3.3L V-6 Gas,95037,FWD,https://listings-prod.tcimg.net/listings/94672/17/58/KNDMB5C14G6085817/Y5I7YWJDV56J7XU4GIYBRBOVFY-cr-60.jpg | https://listings-prod.tcimg.net/listings/94672/17/58/KNDMB5C14G6085817/Z7NC466TJFBZCSTZU7ZB4YAWBY-cr-60.jpg | https://listings-prod.tcimg.net/listings/94672/17/58/KNDMB5C14G6085817/CGLYOY66PZBIDTIDNBFNVPFUDA-cr-60.jpg | https://listings-prod.tcimg.net/listings/94672/17/58/KNDMB5C14G6085817/GZ4WQR3P47ZWOWVYOP6ZMHLCUM-cr-60.jpg | https://listings-prod.tcimg.net/listings/94672/17/58/KNDMB5C14G6085817/LRLSD4BQDN4TRYD7IM44GJJ3ZY-cr-60.jpg,truecar,f68b0395-1e2c-5c22-a229-6902171b627e,07/13/22
2020 Toyota Tacoma,https://www.truecar.com/used-cars-for-sale/listing/3TMCZ5ANXLM347508/2020-toyota-tacoma/,Tacoma,44395,USD,3TMCZ5ANXLM347508,2020,Toyota,Pickup Truck,Gas,Midnight Black Metallic,Cement,Automatic,3.5L V-6 Gas,27806,4WD,https://listings-prod.tcimg.net/listings/7767/08/75/3TMCZ5ANXLM347508/LNOA3LZGBOXACK7NEIENWCWAG4-cr-60.jpg,truecar,c77a2e12-a01b-586b-a026-41b314152fd1,07/13/22
2015 Chevrolet Silverado 1500,https://www.truecar.com/used-cars-for-sale/listing/3GCUKSEC7FG519576/2015-chevrolet-silverado-1500/,Silverado 1500,28499,USD,3GCUKSEC7FG519576,2015,Chevrolet,Pickup Truck,Gas,Deep Ocean Blue Metallic,Jet Black,Automatic,5.3L V-8 Gas,109316,4WD,https://listings-prod.tcimg.net/listings/134412/76/95/3GCUKSEC7FG519576/UK7R3CS3JZBFJVTAVLRBAV3QVM-cr-60.jpg | https://listings-prod.tcimg.net/listings/134412/76/95/3GCUKSEC7FG519576/5LCM2GCCMX6P3KNZWA4QQTPXQM-og-60.jpg | https://listings-prod.tcimg.net/listings/134412/76/95/3GCUKSEC7FG519576/4NRBFVWJ5S7NT76CBAQZVOMBBU-og-60.jpg | https://listings-prod.tcimg.net/listings/134412/76/95/3GCUKSEC7FG519576/E7FQPYLIXNYVUYMGHVZOPZIJZ4-og-60.jpg | https://listings-prod.tcimg.net/listings/134412/76/95/3GCUKSEC7FG519576/B3LIQDSATB2LDRESV6XTLSSW6E-og-60.jpg,truecar,4c605884-d05d-5dce-a12c-87360c50e4fe,07/13/22
2019 Nissan Altima,https://www.truecar.com/used-cars-for-sale/listing/1N4BL4EV4KC237254/2019-nissan-altima/,Altima,25997,USD,1N4BL4EV4KC237254,2019,Nissan,Sedan,Gas,Super Black,Charcoal,Automatic,2.5L Inline-4 Gas,58248,FWD,https://listings-prod.tcimg.net/listings/121596/54/72/1N4BL4EV4KC237254/7JINP2N5JR2BKVCYNBJRYN2KFY-cr-60.jpg | https://listings-prod.tcimg.net/listings/121596/54/72/1N4BL4EV4KC237254/DW5DBYSLMETGPUT7FL4FMIDGUU-cr-60.jpg | https://listings-prod.tcimg.net/listings/121596/54/72/1N4BL4EV4KC237254/47XXAP4457OSTOLQYTD6R2A5HA-cr-60.jpg | https://listings-prod.tcimg.net/listings/121596/54/72/1N4BL4EV4KC237254/5SSCB6AE2QAUSNE77OK2RSL2J4-cr-60.jpg | https://listings-prod.tcimg.net/listings/121596/54/72/1N4BL4EV4KC237254/OPSC5ECWAFNPDHY2IFIQMA2D2U-cr-60.jpg,truecar,808bf0fb-b5b0-5d98-99ed-a0c6f3424971,07/13/22
